airline,flight_code,departure_time,departure_city,flight_duration,arrival_time,arrival_city,flight_cost,number_of_stops,departure_date,departure_day,booking_date,booking_day
IndiGo,6E-6894 | 6E-2039,05:55,Mumbai,05 hrs 10 mins ,11:05,New Delhi,"₹ 5,581",1 stop via Nagpur,2020-12-20,6,2020-12-19,5
IndiGo,6E-639 | 6E-501,19:40,Mumbai,05 hrs 15 mins ,00:55+ 1 DAY21 Dec 2020,New Delhi,"₹ 6,028",1 stop via Ahmedabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-5011 | 6E-243,06:20,Mumbai,05 hrs 25 mins ,11:45,New Delhi,"₹ 7,652",1 stop via Lucknow,2020-12-20,6,2020-12-19,5
IndiGo,6E-5361 | 6E-5162,14:55,Mumbai,05 hrs 35 mins ,20:30,New Delhi,"₹ 5,581",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-5317 | 6E-5004,14:00,Mumbai,05 hrs 45 mins ,19:45,New Delhi,"₹ 5,581",1 stop via Lucknow,2020-12-20,6,2020-12-19,5
IndiGo,6E-409 | 6E-5002,06:30,Mumbai,06 hrs 10 mins ,12:40,New Delhi,"₹ 6,099",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-578 | 6E-521,12:55,Mumbai,06 hrs 25 mins ,19:20,New Delhi,"₹ 6,105",1 stop via Varanasi,2020-12-20,6,2020-12-19,5
IndiGo,6E-153 | 6E-2294,15:20,Mumbai,06 hrs 30 mins ,21:50,New Delhi,"₹ 6,658",1 stop via Bhopal,2020-12-20,6,2020-12-19,5
IndiGo,6E-6117 | 6E-2165,12:00,Mumbai,06 hrs 35 mins ,18:35,New Delhi,"₹ 5,581",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-6328 | 6E-6684,15:45,Mumbai,06 hrs 35 mins ,22:20,New Delhi,"₹ 5,581",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-672 | 6E-2425,11:00,Mumbai,06 hrs 45 mins ,17:45,New Delhi,"₹ 5,975",1 stop via Lucknow,2020-12-20,6,2020-12-19,5
IndiGo,6E-6752 | 6E-6468,09:10,Mumbai,06 hrs 55 mins ,16:05,New Delhi,"₹ 5,581",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-213 | 6E-267,15:45,Mumbai,07 hrs 05 mins ,22:50,New Delhi,"₹ 5,581",1 stop via Ahmedabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-5351 | 6E-2042,17:50,Mumbai,06 hrs 25 mins ,00:15+ 1 DAY21 Dec 2020,New Delhi,"₹ 6,028",1 stop via Goa,2020-12-20,6,2020-12-19,5
IndiGo,6E-317 | 6E-276,13:50,Mumbai,06 hrs 10 mins ,20:00,New Delhi,"₹ 7,652",1 stop via Goa,2020-12-20,6,2020-12-19,5
Spicejet,SG-947 | SG-2644,06:00,Mumbai,06 hrs 10 mins ,12:10,New Delhi,"₹ 5,581",1 stop via Rajkot,2020-12-20,6,2020-12-19,5
Vistara,UK-613 | UK-628,11:05,Mumbai,05 hrs 50 mins ,16:55,New Delhi,"₹ 5,581",1 stop via Udaipur,2020-12-20,6,2020-12-19,5
Air India,AI-695 | AI-428,10:10,Mumbai,12 hrs 15 mins ,22:25,New Delhi,"₹ 6,099",1 stop via Varanasi,2020-12-20,6,2020-12-19,5
Go Air,G8-245 | G8-714,19:30,Mumbai,14 hrs 10 mins ,09:40+ 1 DAY21 Dec 2020,New Delhi,"₹ 6,105",1 stop via Ahmedabad,2020-12-20,6,2020-12-19,5
Air India,AI-637 | AI-532,17:15,Mumbai,06 hrs 40 mins ,23:55,New Delhi,"₹ 6,658",1 stop via Ahmedabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-611 | 6E-2142,12:55,Mumbai,07 hrs ,19:55,New Delhi,"₹ 5,581",1 stop via Chandigarh,2020-12-20,6,2020-12-19,5
Go Air,G8-306 | G8-176,19:35,Mumbai,15 hrs ,10:35+ 1 DAY21 Dec 2020,New Delhi,"₹ 5,581",1 stop via Lucknow,2020-12-20,6,2020-12-19,5
Vistara,UK-877 | UK-870,16:00,Mumbai,06 hrs 55 mins ,22:55,New Delhi,"₹ 5,975",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
Air India,AI-617 | AI-840,14:20,Mumbai,08 hrs 15 mins ,22:35,New Delhi,"₹ 5,581",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
Vistara,UK-875 | UK-890,08:45,Mumbai,11 hrs ,19:45,New Delhi,"₹ 5,581",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
Air India,AI-625 | AI-812,08:00,Mumbai,13 hrs 35 mins ,21:35,New Delhi,"₹ 6,105",1 stop via Lucknow,2020-12-20,6,2020-12-19,5
Vistara,UK-875 | UK-870,08:45,Mumbai,14 hrs 10 mins ,22:55,New Delhi,"₹ 5,581",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
Vistara,UK-944,13:35,Mumbai,02 hrs 05 mins ,15:40,New Delhi,"₹ 5,581",Non stop,2020-12-20,6,2020-12-19,5
IndiGo,6E-179 | 6E-2025,12:45,Mumbai,05 hrs 35 mins ,18:20,New Delhi,"₹ 5,975",1 stop via Goa,2020-12-20,6,2020-12-19,5
Vistara,UK-795 | UK-798,08:00,Mumbai,12 hrs 45 mins ,20:45,New Delhi,"₹ 5,581",1 stop via Raipur,2020-12-20,6,2020-12-19,5
Air India,AI-651 | AI-484,09:30,Mumbai,14 hrs 10 mins ,23:40,New Delhi,"₹ 5,581",1 stop via Raipur,2020-12-20,6,2020-12-19,5
AirAsia,I5-942 | I5-996,12:30,Mumbai,12 hrs 40 mins ,01:10+ 1 DAY21 Dec 2020,New Delhi,"₹ 6,099",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
AirAsia,I5-942 | I5-722,12:30,Mumbai,14 hrs ,02:30+ 1 DAY21 Dec 2020,New Delhi,"₹ 6,105",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
Go Air,G8-349 | G8-416,12:10,Mumbai,06 hrs 25 mins ,18:35,New Delhi,"₹ 6,658",1 stop via Varanasi,2020-12-20,6,2020-12-19,5
Go Air,G8-513 | G8-416,08:40,Mumbai,09 hrs 55 mins ,18:35,New Delhi,"₹ 5,581",1 stop via Varanasi,2020-12-20,6,2020-12-19,5
Vistara,UK-621 | UK-674,08:30,Mumbai,08 hrs 25 mins ,16:55,New Delhi,"₹ 5,581",1 stop via Varanasi,2020-12-20,6,2020-12-19,5
Spicejet,SG-2642,16:20,Mumbai,04 hrs 05 mins ,20:25,New Delhi,"₹ 6,099",1 stop via Jabalpur,2020-12-20,6,2020-12-19,5
Go Air,G8-308 | G8-165,05:20,Mumbai,09 hrs 40 mins ,15:00,New Delhi,"₹ 6,105",1 stop via Goa,2020-12-20,6,2020-12-19,5
Vistara,UK-863 | UK-812,08:15,Mumbai,09 hrs 40 mins ,17:55,New Delhi,"₹ 6,658",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
Air India,AI-639 | AI-503,09:35,Mumbai,10 hrs 20 mins ,19:55,New Delhi,"₹ 5,581",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
Vistara,UK-863 | UK-820,08:15,Mumbai,12 hrs 25 mins ,20:40,New Delhi,"₹ 5,581",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
Vistara,UK-863 | UK-818,08:15,Mumbai,14 hrs ,22:15,New Delhi,"₹ 5,897",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
Air India,AI-639 | AI-502,09:35,Mumbai,14 hrs 10 mins ,23:45,New Delhi,"₹ 5,581",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
Vistara,UK-851 | UK-808,20:45,Mumbai,14 hrs 10 mins ,10:55+ 1 DAY21 Dec 2020,New Delhi,"₹ 5,581",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
Air India,AI-663 | AI-884,12:50,Mumbai,06 hrs 40 mins ,19:30,New Delhi,"₹ 9,361",1 stop via Goa,2020-12-20,6,2020-12-19,5
Vistara,UK-861 | UK-856,06:30,Mumbai,04 hrs 40 mins ,11:10,New Delhi,"₹ 5,581",1 stop via Goa,2020-12-20,6,2020-12-19,5
Vistara,UK-825 | UK-838,08:20,Mumbai,06 hrs 25 mins ,14:45,New Delhi,"₹ 5,581",1 stop via Chennai,2020-12-20,6,2020-12-19,5
Vistara,UK-825 | UK-834,08:20,Mumbai,11 hrs 55 mins ,20:15,New Delhi,"₹ 6,479",1 stop via Chennai,2020-12-20,6,2020-12-19,5
Vistara,UK-827 | UK-832,19:30,Mumbai,15 hrs 25 mins ,10:55+ 1 DAY21 Dec 2020,New Delhi,"₹ 5,581",1 stop via Chennai,2020-12-20,6,2020-12-19,5
Vistara,UK-863 | UK-816,08:15,Mumbai,06 hrs 30 mins ,14:45,New Delhi,"₹ 5,581",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
Vistara,UK-861 | UK-848,06:30,Mumbai,10 hrs 30 mins ,17:00,New Delhi,"₹ 9,361",1 stop via Goa,2020-12-20,6,2020-12-19,5
Go Air,G8-308 | G8-195,05:20,Mumbai,14 hrs 25 mins ,19:45,New Delhi,"₹ 5,581",1 stop via Goa,2020-12-20,6,2020-12-19,5
AirAsia,I5-971 | I5-996,17:50,Mumbai,07 hrs 20 mins ,01:10+ 1 DAY21 Dec 2020,New Delhi,"₹ 5,581","2 stop via Goa,Bengaluru",2020-12-20,6,2020-12-19,5
AirAsia,I5-971 | I5-722,17:50,Mumbai,08 hrs 40 mins ,02:30+ 1 DAY21 Dec 2020,New Delhi,"₹ 6,105","2 stop via Goa,Bengaluru",2020-12-20,6,2020-12-19,5
Go Air,G8-351 | G8-507,14:30,Mumbai,05 hrs 45 mins ,20:15,New Delhi,"₹ 13,211",1 stop via Patna,2020-12-20,6,2020-12-19,5
Go Air,G8-351 | G8-134,14:30,Mumbai,07 hrs 30 mins ,22:00,New Delhi,"₹ 13,770",1 stop via Patna,2020-12-20,6,2020-12-19,5
Vistara,UK-841 | UK-848,12:30,Mumbai,04 hrs 30 mins ,17:00,New Delhi,"₹ 5,581",1 stop via Goa,2020-12-20,6,2020-12-19,5
Air India,AI-669 | AI-474,12:00,Mumbai,09 hrs 45 mins ,21:45,New Delhi,"₹ 5,581",1 stop via Bhubaneswar,2020-12-20,6,2020-12-19,5
Go Air,G8-141 | G8-195,11:30,Mumbai,08 hrs 15 mins ,19:45,New Delhi,"₹ 9,361",1 stop via Goa,2020-12-20,6,2020-12-19,5
Air India,AI-671 | AI-554,09:25,Mumbai,14 hrs 55 mins ,00:20+ 1 DAY21 Dec 2020,New Delhi,"₹ 5,581",1 stop via Chennai,2020-12-20,6,2020-12-19,5
IndiGo,6E-611 | 6E-2409,12:55,Mumbai,05 hrs 05 mins ,18:00,New Delhi,"₹ 5,581",1 stop via Chandigarh,2020-12-20,6,2020-12-19,5
IndiGo,6E-533 | 6E-184,07:50,Mumbai,06 hrs 30 mins ,14:20,New Delhi,"₹ 9,361",1 stop via Dehradun,2020-12-20,6,2020-12-19,5
Spicejet,SG-2642 | SG-3030,16:20,Mumbai,19 hrs 10 mins ,11:30+ 1 DAY21 Dec 2020,New Delhi,"₹ 5,581",1 stop via Jabalpur,2020-12-20,6,2020-12-19,5
airline,flight_code,departure_time,departure_city,flight_duration,arrival_time,arrival_city,flight_cost,number_of_stops,departure_date,departure_day,booking_date,booking_day
IndiGo,6E-148,05:05,New Delhi,02 hrs 05 mins ,07:10,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Go Air,G8-395,08:00,New Delhi,02 hrs 05 mins ,10:05,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Spicejet,SG-789,08:20,New Delhi,02 hrs 05 mins ,10:25,Mumbai,"₹ 5,924",Non stop,2020-12-20,6,2020-12-19,5
Vistara,UK-963,09:25,New Delhi,02 hrs 05 mins ,11:30,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Vistara,UK-933,15:00,New Delhi,02 hrs 05 mins ,17:05,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Vistara,UK-941,16:30,New Delhi,02 hrs 05 mins ,18:35,Mumbai,"₹ 5,977",Non stop,2020-12-20,6,2020-12-19,5
Vistara,UK-955,18:10,New Delhi,02 hrs 05 mins ,20:15,Mumbai,"₹ 7,604",Non stop,2020-12-20,6,2020-12-19,5
IndiGo,6E-2173,18:20,New Delhi,02 hrs 05 mins ,20:25,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Go Air,G8-324,18:40,New Delhi,02 hrs 05 mins ,20:45,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Vistara,UK-977,19:30,New Delhi,02 hrs 05 mins ,21:35,Mumbai,"₹ 6,430",Non stop,2020-12-20,6,2020-12-19,5
Vistara,UK-981,20:30,New Delhi,02 hrs 05 mins ,22:35,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Go Air,G8-336,20:35,New Delhi,02 hrs 05 mins ,22:40,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Air India,AI-887,06:50,New Delhi,02 hrs 10 mins ,09:00,Mumbai,"₹ 6,054",Non stop,2020-12-20,6,2020-12-19,5
Vistara,UK-995,10:30,New Delhi,02 hrs 10 mins ,12:40,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Vistara,UK-993,13:50,New Delhi,02 hrs 10 mins ,16:00,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
AirAsia,I5-904,16:35,New Delhi,02 hrs 10 mins ,18:45,Mumbai,"₹ 6,054",Non stop,2020-12-20,6,2020-12-19,5
Air India,AI-865,10:40,New Delhi,02 hrs 15 mins ,12:55,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
IndiGo,6E-531,12:50,New Delhi,02 hrs 15 mins ,15:05,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Air India,AI-537,17:00,New Delhi,02 hrs 15 mins ,19:15,Mumbai,"₹ 6,054",Non stop,2020-12-20,6,2020-12-19,5
IndiGo,6E-6957,19:20,New Delhi,02 hrs 15 mins ,21:35,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Spicejet,SG-8169,19:50,New Delhi,02 hrs 15 mins ,22:05,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Air India,AI-624,20:00,New Delhi,02 hrs 15 mins ,22:15,Mumbai,"₹ 6,054",Non stop,2020-12-20,6,2020-12-19,5
IndiGo,6E-408,06:25,New Delhi,02 hrs 20 mins ,08:45,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
IndiGo,6E-5339,10:35,New Delhi,02 hrs 25 mins ,13:00,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
Spicejet,SG-2750 | SG-460,15:55,New Delhi,04 hrs 40 mins ,20:35,Mumbai,"₹ 5,924",1 stop via Udaipur,2020-12-20,6,2020-12-19,5
Spicejet,SG-2770 | SG-780,06:10,New Delhi,05 hrs 05 mins ,11:15,Mumbai,"₹ 5,530",1 stop via Dehradun,2020-12-20,6,2020-12-19,5
AirAsia,I5-721 | I5-941,20:15,New Delhi,10 hrs 25 mins ,06:40+ 1 DAY21 Dec 2020,Mumbai,"₹ 5,530",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
Spicejet,SG-8193 | SG-309,20:00,New Delhi,13 hrs 40 mins ,09:40+ 1 DAY21 Dec 2020,Mumbai,"₹ 5,977",1 stop via Ahmedabad,2020-12-20,6,2020-12-19,5
Go Air,G8-108 | G8-419,14:20,New Delhi,08 hrs 45 mins ,23:05,Mumbai,"₹ 7,604",1 stop via Lucknow,2020-12-20,6,2020-12-19,5
Go Air,G8-188 | G8-307,19:20,New Delhi,12 hrs 40 mins ,08:00+ 1 DAY21 Dec 2020,Mumbai,"₹ 5,530",1 stop via Lucknow,2020-12-20,6,2020-12-19,5
IndiGo,6E-2143 | 6E-5343,06:15,New Delhi,04 hrs 25 mins ,10:40,Mumbai,"₹ 5,530",1 stop via Jaipur,2020-12-20,6,2020-12-19,5
IndiGo,6E-268 | 6E-313,18:55,New Delhi,04 hrs 30 mins ,23:25,Mumbai,"₹ 6,054",1 stop via Ahmedabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-2257 | 6E-5363,06:45,New Delhi,04 hrs 35 mins ,11:20,Mumbai,"₹ 5,530",1 stop via Ahmedabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-2015 | 6E-5363,05:00,New Delhi,06 hrs 20 mins ,11:20,Mumbai,"₹ 5,530",1 stop via Ahmedabad,2020-12-20,6,2020-12-19,5
Vistara,UK-945,12:30,New Delhi,02 hrs 10 mins ,14:40,Mumbai,"₹ 6,054",Non stop,2020-12-20,6,2020-12-19,5
IndiGo,6E-2061 | 6E-661,08:05,New Delhi,05 hrs 30 mins ,13:35,Mumbai,"₹ 5,530",1 stop via Bhopal,2020-12-20,6,2020-12-19,5
IndiGo,6E-2053 | 6E-109,13:45,New Delhi,05 hrs 30 mins ,19:15,Mumbai,"₹ 5,530",1 stop via Bhopal,2020-12-20,6,2020-12-19,5
IndiGo,6E-2041 | 6E-6322,17:55,New Delhi,06 hrs 10 mins ,00:05+ 1 DAY21 Dec 2020,Mumbai,"₹ 5,977",1 stop via Goa,2020-12-20,6,2020-12-19,5
IndiGo,6E-967 | 6E-413,17:10,New Delhi,06 hrs 10 mins ,23:20,Mumbai,"₹ 7,604",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-967 | 6E-6295,17:10,New Delhi,06 hrs 20 mins ,23:30,Mumbai,"₹ 5,530",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-2035,15:40,New Delhi,02 hrs 05 mins ,17:45,Mumbai,"₹ 5,530",Non stop,2020-12-20,6,2020-12-19,5
IndiGo,6E-114 | 6E-218,11:00,New Delhi,04 hrs 55 mins ,15:55,Mumbai,"₹ 9,310",1 stop via Jaipur,2020-12-20,6,2020-12-19,5
IndiGo,6E-2164 | 6E-6276,13:10,New Delhi,06 hrs 10 mins ,19:20,Mumbai,"₹ 5,530",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
Air India,AI-481 | AI-632,09:05,New Delhi,12 hrs 25 mins ,21:30,Mumbai,"₹ 5,530",1 stop via Bhopal,2020-12-20,6,2020-12-19,5
IndiGo,6E-2022 | 6E-384,05:10,New Delhi,05 hrs 10 mins ,10:20,Mumbai,"₹ 6,054",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
AirAsia,I5-740 | I5-1624,07:35,New Delhi,11 hrs 35 mins ,19:10,Mumbai,"₹ 5,530","2 stop via Bengaluru,Kochi",2020-12-20,6,2020-12-19,5
IndiGo,6E-2586 | 6E-5012,06:25,New Delhi,05 hrs 15 mins ,11:40,Mumbai,"₹ 5,530",1 stop via Lucknow,2020-12-20,6,2020-12-19,5
IndiGo,6E-2291 | 6E-465,10:50,New Delhi,05 hrs 20 mins ,16:10,Mumbai,"₹ 6,054",1 stop via Raipur,2020-12-20,6,2020-12-19,5
IndiGo,6E-212 | 6E-6097,09:55,New Delhi,06 hrs 35 mins ,16:30,Mumbai,"₹ 5,530",1 stop via Goa,2020-12-20,6,2020-12-19,5
Go Air,G8-718 | G8-347,19:10,New Delhi,13 hrs 20 mins ,08:30+ 1 DAY21 Dec 2020,Mumbai,"₹ 5,530",1 stop via Ahmedabad,2020-12-20,6,2020-12-19,5
Spicejet,SG-2643 | SG-948,06:45,New Delhi,26 hrs 25 mins ,09:10+ 1 DAY21 Dec 2020,Mumbai,"₹ 5,846",1 stop via Rajkot,2020-12-20,6,2020-12-19,5
Vistara,UK-829 | UK-876,07:30,New Delhi,05 hrs ,12:30,Mumbai,"₹ 5,530",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
Air India,AI-558 | AI-618,10:00,New Delhi,09 hrs 20 mins ,19:20,Mumbai,"₹ 5,530",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-2125 | 6E-297,09:20,New Delhi,04 hrs 45 mins ,14:05,Mumbai,"₹ 9,310",1 stop via Nagpur,2020-12-20,6,2020-12-19,5
IndiGo,6E-2136 | 6E-831,09:15,New Delhi,05 hrs 50 mins ,15:05,Mumbai,"₹ 5,530",1 stop via Varanasi,2020-12-20,6,2020-12-19,5
Air India,AI-469 | AI-651,06:30,New Delhi,10 hrs ,16:30,Mumbai,"₹ 5,530","2 stop via Raipur,Visakhapatnam",2020-12-20,6,2020-12-19,5
IndiGo,6E-2424 | 6E-5318,14:30,New Delhi,05 hrs ,19:30,Mumbai,"₹ 5,924",1 stop via Lucknow,2020-12-20,6,2020-12-19,5
Air India,AI-560 | AI-618,07:15,New Delhi,12 hrs 05 mins ,19:20,Mumbai,"₹ 5,530",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
IndiGo,6E-129 | 6E-257,08:05,New Delhi,05 hrs 05 mins ,13:10,Mumbai,"₹ 5,530",1 stop via Dehradun,2020-12-20,6,2020-12-19,5
Spicejet,SG-495 | SG-945,11:45,New Delhi,06 hrs 10 mins ,17:55,Mumbai,"₹ 9,310",1 stop via Darbhanga,2020-12-20,6,2020-12-19,5
Vistara,UK-829 | UK-878,07:30,New Delhi,12 hrs 15 mins ,19:45,Mumbai,"₹ 5,530",1 stop via Hyderabad,2020-12-20,6,2020-12-19,5
Air India,AI-504 | AI-640,21:40,New Delhi,10 hrs 55 mins ,08:35+ 1 DAY21 Dec 2020,Mumbai,"₹ 5,530",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
Vistara,UK-807 | UK-852,19:50,New Delhi,14 hrs 25 mins ,10:15+ 1 DAY21 Dec 2020,Mumbai,"₹ 5,924",1 stop via Bengaluru,2020-12-20,6,2020-12-19,5
IndiGo,6E-733 | 6E-5381,13:40,New Delhi,04 hrs 50 mins ,18:30,Mumbai,"₹ 5,530",1 stop via Indore,2020-12-20,6,2020-12-19,5
